,CaseNum,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Species,Source,href,Species2,Activity2
4109,1959.02.02,02-Feb-1959 Reported,1959.0,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"Trench’s Beach, Guadalcanal Island",Bathing with sister,M,"FATAL, body not recovered",Y,Invalid,"Note: V.M. Coppleson (1962), p.248, lists date as 12./6/1958; P. Gilbert, L. Schultz & S. Springer list date of 2/2/1959 and both sources list the same location;  New Zealand Herald, 2/2/1959 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.02.02-Battye.pdf,INVALID ENTRY,Swimming
4110,1959.02.01,01-Feb-1959,1959.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,Treading water,M,Leg severed below knee,N,1.8 to 2.1 m [6' to 7'] shark,"R. Vermaak, M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.02.01-Vermaak.pdf,OTHER / NOT KNOWN,Treading water
4111,1959.01.31,31-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Western Australia,South Perth,Working prawn net,M,Shark’s tail grazed his shin,N,"Grey nurse shark, 1.8 m [6']","West Australian (Perth), * Sunday Times, 2/1/1959s; P. Gilbert, L. Schultz & S. Springer (1960)",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.31-Rudd.pdf,Nurse shark,Fishing
4112,1959.01.27,27-Jan-1959,1959.0,Unprovoked,ECUADOR,Galapagos Islands,Crewing on  the tuna clipper Mary Barbara,Washed overboard into school of fish,M,Right leg & left foot lacerated,N,Bitten by several 1.8 m [6'] sharks,"NY World -Telegram & Sun, 1/28/1959;  Note: V.M. Coppleson (1962), p.246, records the date as 3/5/1959",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.27-Swienty.pdf,OTHER / NOT KNOWN,Fell from boat into water
4113,1959.01.25,25-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,"Whale Bay, King Island, Bass Strait",Swimming with motor tube,M,Thigh bitten,N,Invalid,"C. Black, GSAF; Launceston Examiner (Tasmania) 1/26/1959; P. Gilbert, L. Schultz & S. Springer (1960); J. Green, p.35",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.25-Grave.pdf,INVALID ENTRY,Swimming
4114,1959.01.17.b,17-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,Safety Cove,In deep water about 100 yards from his ship,M,FATAL,Y,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,"Odessa American, 1/19/1959; G.P. Whitley, ref Daily Telegraph & West Australian, 1/19/1959; P. Gilbert, L. Schultz & S. Springer (1960); C. Black, pp. 148-151",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.17.b-Derry.pdf,OTHER / NOT KNOWN,In deep water about 100 yards from his ship
4115,1959.01.17.a,17-Jan-1959,1959.0,Unprovoked,AUSTRALIA,Queensland,Alexandra Headland near Mooloolaba,"Surfing, but treading water",M,Right foot & toe bitten,N,1.8 m [6'] shark,"Sun Herald (Sydney) 1/18/1959;  P. Gilbert, L. Schultz & S. Springer(1960); J. Green, p.35",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.17.a-Neil.pdf,OTHER / NOT KNOWN,Surfing
4116,1959.01.15,15-Jan-1959,1959.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Melkbaai,Swimming,M,Thigh & both wrists lacerated,N,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness","Cape Times, 1/16/1959 et al, M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.15-Schreuder.pdf,White shark,Swimming
4117,1959.01.12,12-Jan-1959,1959.0,Unprovoked,NEW GUINEA,Milne Bay Province,"Uga, Banaira, Milne Bay",Dragging banana seeds through the shallows,M,Left calf & right thigh bitten,N,1.4 m [4.5'] shark,"A.M. Rapson, p.149; L. Schultz & M. Malin, p.544",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.12-Uga.pdf,OTHER / NOT KNOWN,Dragging banana seeds through the shallows
4118,1959.01.02,02-Jan-1959,1959.0,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Swimming ashore from fishing boat swamped and sunk by a squall,M,"Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)",Y,Invalid,"M. Levine, GSAF; Cape Argus 1/3/1959; Natal Mercury, 1/5/1959",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.02-Suttie.pdf,INVALID ENTRY,Fishing
4119,1959.01.00,Jan-1959,1959.0,Unprovoked,AUSTRALIA,Tasmania,Badger Head,Spearfishing / free diving,M,Abrasion,N,1.5 m [5'] shark,"Malcolm G. Hooper; L. Schultz & M. Malin, p.527",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.01.00-BadgerHead.pdf,OTHER / NOT KNOWN,Diving
4120,1959.00.00.g,Summer of 1959,1959.0,Unprovoked,SOUTH KOREA,South Chungcheong Province,"36º17'N,  126º31'E",Swimming,M,FATAL,Y,White shark?,Y. Choi & K. Nakaya,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.g-SouthKorea.pdf,White shark,Swimming
4121,1959.00.00.f,Jul- to Sep-1959,1959.0,Unprovoked,INDIA,Orissa,Mouth of Devi River at Machgaon,NOT SPECIFIED,,"5 people killed by sharks, 30 others injured",Y,1.5 m to 1.8 m [5' to 6'] sharks,"Reported byTimes of India, 11 September 1959; V.M. Coppleson (1952), p.247; Webster, p.67",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.f-India.pdf,OTHER / NOT KNOWN,INVALID
4122,1959.00.00.e,1959,1959.0,Provoked,ATLANTIC OCEAN,,,Paddling & sailing from Buenos Aires to Miami,M,Hooked shark bit his arm PROVOKED INCIDENT,N,"Tiger shark, 12' ?","New York Times, 1/29/1960",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.e-Tapavica.pdf,Tiger shark,Sailing
4123,1959.00.00.d,1959,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Poi, Kombe Talasea",Spear fishing,M,Minor injuries,N,Invalid,"A.M. Rapson, p.150; L. Schultz & M. Malin, p.544",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.d-Poi.pdf,INVALID ENTRY,Fishing
4124,1959.00.00.c,1959,1959.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Kalapiai, Kombe",Fishing,M,Minor injuries,N,Invalid,"A.M. Rapson, p.150",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.c-Kalapiai.pdf,INVALID ENTRY,Fishing
4125,1959.00.00.b,1959,1959.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Enuk Island, Kavieng",NOT SPECIFIED,M,"FATAL, abdomen & leg bitten ",Y,Invalid,"J. McLachlan, Medical Officer, Kavieng; A.M. Rapson, p.150; L. Schultz & M. Malin, p.544",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.b-Pasinganlas.pdf,INVALID ENTRY,INVALID
4126,1959.00.00.a,1959,1959.0,Provoked,PAPUA NEW GUINEA,Morobe Province,,Fishing,M,Penis bitten while trying to drag speared shark to beach PROVOKED INCIDENT,N,Invalid,"A.D. Campbell; A.M. Rapson, p.147",http://sharkattackfile.net/spreadsheets/pdf_directory/1959.00.00.a-Morobe.pdf,INVALID ENTRY,Fishing
4127,1958.12.28,28-Dec-1958,1958.0,Boat,TURKEY,Ahirkapi coast,Constantinople,Fishing,,Boat damaged,UNKNOWN,White shark,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.28-Constantinople.pdf,White shark,Fishing
4128,1958.12.27,27-Dec-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Taludig,NOT SPECIFIED,,Hip bitten,N,Invalid,"A.M. Rapson, p.149; V.M. Coppleson (1962), p.248",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.27-Taludig.pdf,INVALID ENTRY,INVALID
4129,1958.12.23,23-Dec-1958,1958.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,M,FATAL,Y,Invalid,"1/16/1959, Cape Argus; G. Wilson; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.23-Geldenhuys.pdf,INVALID ENTRY,Swimming
4130,1958.12.13,13-Dec-1958,1958.0,Unprovoked,USA,Hawaii,"Near Twin Islands off Lanikai, O'ahu (east coast)",Surfing on air mattress,M,"FATAL, leg severed  ",Y,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",A. L. Tester,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.13-Weaver.pdf,Tiger shark,Surfing
4131,1958.12.12,12-Dec-1958,1958.0,Unprovoked,AMERICAN SAMOA,Tutuila Island,Van Camp wharf,Cleaning hull of ship ,M,"FATAL, left thigh & hip bitten  ",Y,Tiger shark,M. Hosina,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.12.12-Samoa.pdf,Tiger shark,Cleaning hull of ship 
4132,1958.11.23,23-Nov-1958,1958.0,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,Swimming,M,FATAL,Y,12' shark,"V.M. Coppleson (1962), p.245; A. Sharpe, p.100;  J. Green, p.35",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.23-Spronk.pdf,OTHER / NOT KNOWN,Swimming
4133,1958.11.14,14-Nov-1958,1958.0,Invalid,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,M,"No injury, shark leapt at him",UNKNOWN,Questionable incident,Clipping dated 11/15/1958,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.14-FalseBayFisherman.pdf,INVALID ENTRY,Fishing
4134,1958.11.07.R,Reported 07-Nov-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","M'Buke, south of Manus Island",Spearfishing,M,"FATAL, left arm & leg severed  ",Y,Invalid,"A.M. Rapson, p.149; V.M. Coppleson (1962), p.254",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.07.R-MbukeIsland.pdf,INVALID ENTRY,Fishing
4135,1958.11.05,05-Nov-1958,1958.0,Boat,USA,California,"Pacific Beach, San Diego County",Fishing,,"No injury to occupant, shark chasing barracuda tied to the stern rammed skiff & slashed the motor",N,White shark,C. Limbaugh,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.11.05-boat-Shay.pdf,White shark,Fishing
4136,1958.10.12,12-Oct-1958,1958.0,Unprovoked,USA,California,"Coronado Strand, San Diego County",Swimming near jetty,M,"Left arm, hips & leg lacerated",N,Invalid,"Los Angeles Times, 10/13/1958; D. Miller & R. Collier, R. Collier, p. 17-18",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.10.12-Allman_Collier.pdf,INVALID ENTRY,Swimming
4137,1958.10.05,05-Oct-1958,1958.0,Unprovoked,USA,Florida,"Baker's Haulover, Miami Beach",NOT SPECIFIED,M,No injury,N,Invalid,R.F. Hutton citing Miami Herald Newspaper Library,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.10.05-Evans.pdf,INVALID ENTRY,INVALID
4138,1958.10.00.b,Oct-1958,1958.0,Provoked,MEXICO,Guerrrero,Acapulco,Slapped shark on tail as it swam by,M,Shark turned & severed his leg PROVOKED INCIDENT,N,Invalid,"Washington Evening Star, 6/17/1959; V.M. Coppleson (1962), p.253",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.10.00.b-Acapulco.pdf,INVALID ENTRY,Slapped shark on tail as it swam by
4139,1958.10.00.a,Oct-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"East Nakanai, Talasea",Collecting shells,M,Leg & foot injured,N,Invalid,"A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.10.00.a-EastNakanai.pdf,INVALID ENTRY,Collecting shells
4140,1958.09.13,13-Sep-1958,1958.0,Unprovoked,ANDAMAN / NICOBAR ISLANDAS,,,"""Climbing up to ship after repairing the stern in water""",M,"FATAL, leg bitten ",Y,Blue shark,M. Hosina,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.09.13-sailor.pdf,Blue shark,"""Climbing up to ship after repairing the stern in water"""
4141,1958.09.06,06-Sep-1958,1958.0,Unprovoked,BAHAMAS,Cat Cay,off yacht Serenade,Fishing,M,Right forearm lacerated,N,200-lb shark,"Miami Herald, 9/6/1958 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.09.06-Munn.pdf,OTHER / NOT KNOWN,Fishing
4142,1958.09.01,01-Sep-1958,1958.0,Provoked,USA,New York,Staten Island,Spearfishing,M,Bitten by harpooned shark PROVOKED INCIDENT,N,Invalid,"Baltimore Evening Sun, 9/2/1958 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.09.01-Leszczak.pdf,INVALID ENTRY,Fishing
4143,1958.08.31,31-Aug-1958,1958.0,Boat,MEXICO,Baja California,Ensenada,Boat stopped to repair electric pump,,Shark tried to bite prop twice,N,"Hammerhead shark, 5.2 m [17'] ","G.A. Llano, pp.176-177",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.08.31-NV-Ensenada.pdf,Hammerhead shark,Boating
4144,1958.08.01,01-Aug-1958,1958.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Moš?eni?ka Draga,Swimming,F,Leg injured,N,3 m shark,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.08.01-Keller.pdf,OTHER / NOT KNOWN,Swimming
4145,1958.07.31.R,  Reported 31-Jul-1958,1958.0,Unprovoked,MEXICO,Guerrero,"Caleta Beach, Acapulco",Swimming,F,FATAL,Y,Invalid,"Miami Herald, 8/2/1958 reported this was the second fatality at this resort this month",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.31-Dreufus.pdf,INVALID ENTRY,Swimming
4146,1958.07.27.b,27-Jul-1958,1958.0,Unprovoked,USA,Florida,"9 miles north of Turtle Beach, Siesta Key, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,3 lacerations on leg,N,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ","E. Clark & M. Vorenberg, GSAF. R. Skocik, pp.173-174; V.M. Coppleson, p.255; H. D. Baldridge, pp. 25, 62, 73 & 164",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.27.b-RobertLawton.pdf,Tiger shark,Swimming
4147,1958.07.27.a,27-Jul-1958,1958.0,Unprovoked,USA,Florida,"Longboat Key, Sarasota, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,"Left hand and  leg bitten, leg surgically amputated below hip",N,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ","E. Clark; M. Vorenberg, GSAF; R. Skocik, pp.173-174; H.D. Baldridge, pp. 25, 62, 73 & 164",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.27.a-DouglasLawton.pdf,Tiger shark,Swimming
4148,1958.07.10,10-Jul-1958,1958.0,Unprovoked,USA,Florida,"Key West, Monroe County",NOT SPECIFIED,M,FATAL  Autopsy report: bitten by shark while still alive,Y,Invalid,"R. F. Hutton; T. Helm, p.239",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.10-Escartin.pdf,INVALID ENTRY,INVALID
4149,1958.07.08, 08-Jul-1958,1958.0,Unprovoked,KENYA,Coast Province,Port Kilindeni / Mombasa Harbor,Swimming,M,"FATAL, leg severed ",Y,Invalid,"Natal Mercury, 7/9/1958",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.08-Nakatani.pdf,INVALID ENTRY,Swimming
4150,1958.07.04.b,04-Jul-1958,1958.0,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,FATAL,Y,Sharks averaged 1.8 m [6'] in length,"Evening Star (Washington D.C.), 7/7/1958, p. A10; G.A. Llano in Sharks and Survival, pp.382-383; V.M. Coppleson (1962), p.259",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.04.b-Robinson.pdf,OTHER / NOT KNOWN,Rafting
4151,1958.07.04.a,04-Jul-1958,1958.0,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,Left shoulder bitten ,N,Sharks averaged 1.8 m [6'] in length,"Evening Star (Washington D.C.), 7/7/1958, p. A10; G.A. Llano in Sharks and Survival, pp.382-383; V.M. Coppleson (1962), p.259",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.04.a-Brown.pdf,OTHER / NOT KNOWN,Rafting
4152,1958.07.02,02-Jul-1958,1958.0,Provoked,USA,Florida,"Siesta Key, Sarasota County",Free diving,M,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",N,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark","E. Clark, GSAF. H. D. Baldridge, p.26",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.02-Hamlin.pdf,Nurse shark,Diving
4153,1958.07.01,01-Jul-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Maritzoan, east coast of Namatanai",Swimming,M,"FATAL, left arm severed ",Y,Invalid,"Dept of Public Health, Namatani; A. M. Rapson, p. 149 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.01-Toapindak.pdf,INVALID ENTRY,Swimming
4154,1958.07.00.b,Jul-1958,1958.0,Unprovoked,BAHAMAS,Abaco Islands,North of Walkers Cay,"Spearfishing, had fish on his spear",M,"No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun ",N,"Tiger shark, <2 m TL","S. Waterman, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.00.b-Waterman.pdf,Tiger shark,Fishing
4155,1958.07.00.a,Jul-1958,1958.0,Unprovoked,USA,Florida,"Sarasota, Sarasota County",NOT SPECIFIED,M,Both were bitten on feet by sharks,N,Invalid,"R. F. Hutton; T. Helm, p.239",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.07.00.a-NV-Sarasota.pdf,INVALID ENTRY,INVALID
4156,1958.06.26,26-Jun-1958,1958.0,Provoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,N,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions","E. Clark. GSAF; Dr. Greenwood; R.F. Hutton; Randall in Sharks & Survival, p.357; T. Helm, p.237",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.26-Cockerill.pdf,Nurse shark,Wading
4157,1958.06.24,24-Jun-1958,1958.0,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Walking,M,Lower left leg & foot bitten,N,Tiger shark?,"E. Clark. GSAF. R. Skocik, pp.172-173; H.D. Baldridge, p.26",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.24-Mahala.pdf,Tiger shark,Walking
4158,1958.06.17,17-Jun-1958,1958.0,Provoked,USA,Florida,Key Biscayne,"Swimming, towing the shark",M,Thigh bitten PROVOKED INCIDENT,N,"Nurse shark, 1.1 m [3.5'] ","Randall in Sharks & Survival, pp.357",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.17-Irving.pdf,Nurse shark,Swimming
4159,1958.06.15,15-Jun-1958,1958.0,Invalid,AUSTRALIA,Queensland,Green Island,Swimming,F,"Injuries caused by coral, not the  shark",UNKNOWN,Invalid,"Natal Mercury, 6/18/1958",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.15-Swimmers.pdf,INVALID ENTRY,Swimming
4160,1958.06.02.R,Reported 02-Jun-1958,1958.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,King Reef off Park Rynie,Spearfishing,M,Injuries not caused by sharks,UNKNOWN,Invalid,"Daily News, 6/2/1958",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.06.02-McGregor-Franken.pdf,INVALID ENTRY,Fishing
4161,1958.04.30,30-Apr-1958,1958.0,Provoked,USA,Florida,1 mile off Miami Beach,Free diving,M,"Grabbed shark’s tail, shark bit his thigh PROVOKED INCIDENT",N,"Nurse shark, 1.5 m [5'] ","Miami Herald,  May 1, 1958",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.30-Bowers.pdf,Nurse shark,Diving
4162,1958.04.19,19-Apr-1958,1958.0,Unprovoked,TAIWAN,Taipei Hsien,Off Cape of Pi-tou,Diving,M,Right cheek bitten,N,"Mako shark, 100-kg [221-lb] ",W.H. Yu,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.19-Chang.pdf,Mako Shark,Diving
4163,1958.04.05,05-Apr-1958,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Uvongo,Paddling in knee-deep water,F,FATAL,Y,3 m [10'] shark,"G.S. Perry, M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.05-Bester.pdf,OTHER / NOT KNOWN,Paddling in knee-deep water
4164,1958.04.03,03-Apr-1958,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Swimming with goggles,M,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Y,3 m [10'] shark,"M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.03-Badenhorst.pdf,OTHER / NOT KNOWN,Swimming
4165,1958.04.00,Apr-1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Nasigilatu (Near Malasanga, Finschhafen, in the Huon Gulf)","Fishing, holding fish in his left hand",M,Left forearm amputated,N,Invalid,"A.D. Campbell; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.00-Nasigilatu.pdf,INVALID ENTRY,Fishing
4166,1958.02.19,19-Feb-1958,1958.0,Invalid,AUSTRALIA,New South Wales,,Spearfishing,M,"Disappeared while diving, speargun recovered, 2 large sharks in vicinity.",UNKNOWN,Shark involvement prior to death was not confirmed,"Durban Daily News, 2/20/1958",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.02.19-Blair.pdf,OTHER / NOT KNOWN,Fishing
4167,1958.02.01,01-Feb-1958,1958.0,Provoked,USA,US Virgin Islands,Water Island,Spearfishing on Scuba,M,Chest bitten by speared shark PROVOKED INCIDENT,N,"Nurse shark, 1.5 m [5'] ","J, Randall, p.358 and L. Schultz & M. Malin, p.545 in Sharks & Survival",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.02.01-Gerringer.pdf,Nurse shark,Fishing
4168,1958.01.27,27-Jan-1958,1958.0,Unprovoked,AUSTRALIA,New South Wales,5 miles south of Sussex Inlet at mouth of Berara Lake,Spearfishing / swimming on surface,M,Right leg lacerated,N,Invalid,"V.M. Coppleson (1962), p.251 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.27-Kerwand.pdf,INVALID ENTRY,Surfing
4169,1958.01.19,19-Jan-1958,1958.0,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,Body surfing,M,"Laceration to left ankle, heel and little toe",N,6' shark,"V.M. Coppleson (1962), p.245",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.19-Henderson.pdf,OTHER / NOT KNOWN,Surfing
4170,1958.01.09.R,Reported 09-Jan-1958,1958.0,Invalid,JAPAN,Ibaraki Prefecture,Mito,NOT SPECIFIED,M,Torso recovered from 206-lb shark,UNKNOWN,Shark involvement prior to death was not confirmed,"Natal Mercury, 1/9/1958",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.09.R-Japan.pdf,OTHER / NOT KNOWN,INVALID
4171,1958.01.09,09-Jan-1958,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scotburgh,Swimming,M,FATAL,Y,White shark,"M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.01.09-Prinsloo.pdf,White shark,Swimming
4172,1958.00.00.j,1958-1959,1958.0,Provoked,TONGA,Vava'u,Hunga Island,Spearfishing,M,Calf avulsed by shark he was holding by the tail PROVOKED INCIDENT,N,<1 m shark,Dr. S. Fonea,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.j-Tonga.pdf,OTHER / NOT KNOWN,Fishing
4173,1958.00.00.i,1958,1958.0,Provoked,SAMOA,South Pacific Ocean,North of Northeast Samoa,Placed hand in disemboweled shark’s jaws,,Hand lacerated PROVOKED INCIDENT,N,Invalid,"V.M. Coppleson (1962), p.248",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.i-Otiai.pdf,INVALID ENTRY,Placed hand in disemboweled shark’s jaws
4174,1958.00.00.h,1958,1958.0,Provoked,PANAMA,Canal Zone,,Skindiving,M,"Boy seized shark by its tail, shark bit boy’s forearm  PROVOKED INCIDENT",N,"18"" to 24"" shark","Dr. F. X. Schloeder; H.D. Baldridge, p.165",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.h-Panama.pdf,OTHER / NOT KNOWN,Diving
4175,1958.00.00.f,1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",NOT SPECIFIED,,FATAL,Y,Invalid,"A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.f-BrookerIsland.pdf,INVALID ENTRY,INVALID
4176,1958.00.00.e,1958,1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Bulu, Talasea",Spearfishing,M,"FATAL, back & buttocks bitten ",Y,Invalid,"A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.e-Bulu.pdf,INVALID ENTRY,Fishing
4177,1958.00.00.d,1958,1958.0,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Kombe, Talasea",Spearfishing,M,"FATAL, severe abdominal injuries ",Y,Several sharks involved,"A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.d-Kombe.pdf,OTHER / NOT KNOWN,Fishing
4178,1958.00.00.c,1958,1958.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Korem, Finschhafen ","Fishing, holding fish",M,Hand holding the fish was bitten in all 3 cases,N,Invalid,"A.D. Campbell; A. M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.c-Korem.pdf,INVALID ENTRY,Fishing
4179,1958.00.00.b,1958,1958.0,Boat,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing (trolling),,No injury to occupants; shark bit propeller,N,White shark,"T. Wallett, p.27",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.b-PlettenburgBay.pdf,White shark,Fishing
4180,1958.00.00.a,Circa 1958,1958.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,MaKakatana River,"Fishing, walking in river to cast",M,"FATAL, right leg severed above knee  ",Y,Invalid,"J. Daniel, M. Levine. GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.a-KakatanaRiver.pdf,INVALID ENTRY,Fishing
4181,1957.12.31,31-Dec-1957,1957.0,Unprovoked,AUSTRALIA,South Australia,"Port Hughes, 100 miles from Adelaide in Spencer Gulf",Spearfishing,M,No injury. Shark grabbed fish attached to his belt & towed him seaward.  ,N,Invalid,"V.M. Coppleson (1962), p.251",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.31-Evans.pdf,INVALID ENTRY,Fishing
